dancer_id,dance_id,dance_key,waggle_run,stimulus,notes,waggle_directions,start_x,start_y,start_xy,csv_file,time,date,direction_u,direction_v,video_angle_deg,start_frame,video_name,annotation_session,source_batch
22b,22b_00023,2025-01-20__22b_00023,5,horizontal,,"(-0.7808688094430304, -0.6246950475544243)",530,852,"(530, 852)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.78086880944303,-0.624695047554424,308.65980825409,288,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,6,horizontal,,"(-0.7432941462471664, -0.6689647316224497)",500,905,"(500, 905)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.743294146247166,-0.66896473162245,311.987212495817,331,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,7,horizontal,,"(-0.6401843996644799, -0.7682212795973759)",480,829,"(480, 829)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.64018439966448,-0.768221279597376,320.194428907735,385,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,8,horizontal,,"(-0.7808688094430304, -0.6246950475544243)",454,827,"(454, 827)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.78086880944303,-0.624695047554424,308.65980825409,390,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,9,horizontal,,"(-0.9938837346736188, 0.11043152607484653)",448,823,"(448, 823)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.993883734673619,0.110431526074847,263.65980825409,430,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,10,horizontal,,"(-0.8682431421244593, -0.49613893835683387)",398,817,"(398, 817)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.868243142124459,-0.496138938356834,299.744881296942,488,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,11,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",391,884,"(391, 884)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,528,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,12,horizontal,,"(-0.8574929257125441, -0.5144957554275265)",384,853,"(384, 853)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.857492925712544,-0.514495755427527,300.963756532074,576,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,13,horizontal,,"(-0.9363291775690445, -0.3511234415883917)",333,890,"(333, 890)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.936329177569045,-0.351123441588392,290.556045219583,725,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,14,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",344,878,"(344, 878)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,770,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,15,horizontal,,"(-0.9191450300180578, -0.39391929857916763)",339,861,"(339, 861)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.919145030018058,-0.393919298579168,293.198590513648,831,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,16,horizontal,,"(-0.9138115486202573, -0.40613846605344767)",331,846,"(331, 846)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.913811548620257,-0.406138466053448,293.962488974578,864,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,17,horizontal,,"(-0.8804710999221753, -0.47409982303501746)",351,820,"(351, 820)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.880471099922175,-0.474099823035017,298.300755766006,920,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,18,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",320,872,"(320, 872)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,977,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,19,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",295,890,"(295, 890)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,1019,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,20,horizontal,,"(-0.8741572761215377, -0.48564293117863205)",285,845,"(285, 845)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.874157276121538,-0.485642931178632,299.054604099077,1062,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,21,horizontal,,"(-0.9284766908852594, -0.3713906763541037)",291,872,"(291, 872)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.928476690885259,-0.371390676354104,291.801409486352,1104,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,22,horizontal,,"(-0.8741572761215377, -0.48564293117863205)",309,836,"(309, 836)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.874157276121538,-0.485642931178632,299.054604099077,1150,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,23,horizontal,,"(-0.8741572761215377, -0.48564293117863205)",287,836,"(287, 836)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.874157276121538,-0.485642931178632,299.054604099077,1195,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,24,horizontal,,"(-0.9230769230769231, -0.38461538461538464)",281,847,"(281, 847)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.923076923076923,-0.384615384615385,292.61986494804,1245,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,25,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",294,856,"(294, 856)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,1291,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,26,horizontal,,"(-0.9486832980505138, -0.31622776601683794)",261,838,"(261, 838)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.948683298050514,-0.316227766016838,288.434948822922,1332,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,27,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",221,854,"(221, 854)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,1376,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,28,horizontal,,"(-0.8944271909999159, -0.4472135954999579)",173,788,"(173, 788)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.894427190999916,-0.447213595499958,296.565051177078,1431,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00023,2025-01-20__22b_00023,29,horizontal,,"(-0.9119215051751064, -0.4103646773287979)",169,810,"(169, 810)",22b_00023_waggle_annotations.csv,08:53:00,20250120,-0.911921505175106,-0.410364677328798,294.227745317954,1481,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00023.mp4,1,2025-01-20
22b,22b_00035,2025-01-20__22b_00035,1,vertical,only four dance was recorded,"(0.813733471206735, 0.5812381937190965)",1810,416,"(1810, 416)",22b_00035_waggle_annotations.csv,12:17:00,20250120,0.813733471206735,0.581238193719097,125.537677791974,14,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00035.mp4,1,2025-01-20
22b,22b_00035,2025-01-20__22b_00035,2,vertical,only four dance was recorded,"(0.0, 0.0)",1913,635,"(1913, 635)",22b_00035_waggle_annotations.csv,12:17:00,20250120,0,0,180,157,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00035.mp4,1,2025-01-20
22b,22b_00035,2025-01-20__22b_00035,3,vertical,only four dance was recorded,"(1.0, 0.0)",1913,590,"(1913, 590)",22b_00035_waggle_annotations.csv,12:17:00,20250120,1,0,90,265,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00035.mp4,1,2025-01-20
22b,22b_00035,2025-01-20__22b_00035,4,vertical,only four dance was recorded,"(0.8, 0.6)",1904,619,"(1904, 619)",22b_00035_waggle_annotations.csv,12:17:00,20250120,0.8,0.6,126.869897645844,319,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00035.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,1,vertical,,"(0.9079593845004517, 0.4190581774617469)",1460,684,"(1460, 684)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.907959384500452,0.419058177461747,114.775140568832,29,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,2,vertical,,"(0.847998304005088, 0.52999894000318)",1425,717,"(1425, 717)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.847998304005088,0.52999894000318,122.005383208084,68,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,3,vertical,,"(0.8741572761215377, 0.48564293117863205)",1457,611,"(1457, 611)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.874157276121538,0.485642931178632,119.054604099077,116,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,4,vertical,,"(0.9079593845004517, 0.4190581774617469)",1484,641,"(1484, 641)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.907959384500452,0.419058177461747,114.775140568832,150,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,5,vertical,,"(0.8, 0.6)",1509,608,"(1509, 608)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.8,0.6,126.869897645844,202,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,6,vertical,,"(0.8944271909999159, 0.4472135954999579)",1530,625,"(1530, 625)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.894427190999916,0.447213595499958,116.565051177078,254,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,7,vertical,,"(0.8944271909999159, 0.4472135954999579)",1519,589,"(1519, 589)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.894427190999916,0.447213595499958,116.565051177078,307,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,8,vertical,,"(0.7071067811865476, 0.7071067811865476)",1525,600,"(1525, 600)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.707106781186548,0.707106781186548,135,345,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,9,vertical,,"(0.9863939238321437, 0.1643989873053573)",1533,559,"(1533, 559)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.986393923832144,0.164398987305357,99.4623222080256,394,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,10,vertical,,"(0.9363291775690445, 0.3511234415883917)",1520,511,"(1520, 511)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.936329177569045,0.351123441588392,110.556045219583,438,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,11,vertical,,"(0.8, 0.6)",1554,467,"(1554, 467)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.8,0.6,126.869897645844,483,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,12,vertical,,"(0.8, 0.6)",1604,481,"(1604, 481)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.8,0.6,126.869897645844,522,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,13,vertical,,"(0.7071067811865476, 0.7071067811865476)",1649,495,"(1649, 495)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.707106781186548,0.707106781186548,135,567,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,14,vertical,,"(0.8160244811016552, 0.5780173407803391)",1682,465,"(1682, 465)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.816024481101655,0.578017340780339,125.311213439633,608,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,15,vertical,,"(1.0, 0.0)",1715,471,"(1715, 471)",22b_00037_waggle_annotations.csv,12:21:00,20250120,1,0,90,666,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,16,vertical,,"(0.5144957554275265, 0.8574929257125441)",1742,492,"(1742, 492)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.514495755427527,0.857492925712544,149.036243467926,707,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,17,vertical,,"(0.8682431421244593, 0.49613893835683387)",1813,497,"(1813, 497)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.868243142124459,0.496138938356834,119.744881296942,757,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00037,2025-01-20__22b_00037,18,vertical,,"(0.9284766908852594, 0.3713906763541037)",1843,536,"(1843, 536)",22b_00037_waggle_annotations.csv,12:21:00,20250120,0.928476690885259,0.371390676354104,111.801409486352,810,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00037.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,1,horizontal,,"(-1.0, 0.0)",1080,723,"(1080, 723)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,335,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,2,horizontal,,"(-0.9899494936611665, 0.1414213562373095)",1105,711,"(1105, 711)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.989949493661167,0.14142135623731,261.869897645844,381,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,3,horizontal,,"(-1.0, 0.0)",986,761,"(986, 761)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,441,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,4,horizontal,,"(-1.0, 0.0)",946,795,"(946, 795)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,484,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,5,horizontal,,"(-1.0, 0.0)",939,767,"(939, 767)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,534,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,6,horizontal,,"(-0.9838699100999074, 0.17888543819998318)",986,833,"(986, 833)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.983869910099907,0.178885438199983,259.695153531234,582,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,7,horizontal,,"(-0.9899494936611665, 0.1414213562373095)",1017,860,"(1017, 860)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.989949493661167,0.14142135623731,261.869897645844,629,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,8,horizontal,,"(-0.9945054529214061, 0.10468478451804275)",988,875,"(988, 875)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.994505452921406,0.104684784518043,263.990994042505,713,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,9,horizontal,,"(-0.996240588195683, 0.086629616364842)",979,862,"(979, 862)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.996240588195683,0.086629616364842,265.03025927189,765,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,10,horizontal,,"(-0.9899494936611665, 0.1414213562373095)",961,851,"(961, 851)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.989949493661167,0.14142135623731,261.869897645844,811,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,11,horizontal,,"(-0.9912279006826347, 0.13216372009101796)",921,860,"(921, 860)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.991227900682635,0.132163720091018,262.405356631409,867,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,12,horizontal,,"(-1.0, 0.0)",927,881,"(927, 881)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,912,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,13,horizontal,,"(-1.0, 0.0)",879,873,"(879, 873)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,961,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,14,horizontal,,"(-1.0, 0.0)",887,851,"(887, 851)",22b_00053_waggle_annotations.csv,16:34:00,20250120,−1,0,270,1002,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00053,2025-01-20__22b_00053,15,horizontal,,"(-0.8944271909999159, 0.4472135954999579)",866,881,"(866, 881)",22b_00053_waggle_annotations.csv,16:34:00,20250120,-0.894427190999916,0.447213595499958,243.434948822922,1052,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00053.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,1,horizontal,,"(-0.9578262852211513, 0.2873478855663454)",1428,892,"(1428, 892)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.957826285221151,0.287347885566345,253.300755766006,527,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,2,horizontal,,"(-0.21693045781865616, 0.9761870601839528)",1438,903,"(1438, 903)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.216930457818656,0.976187060183953,192.528807709152,580,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,3,horizontal,,"(-0.9778024140774094, -0.20952908873087345)",1479,844,"(1479, 844)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.977802414077409,-0.209529088730873,282.094757077012,609,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,4,horizontal,,"(-0.9805806756909202, -0.19611613513818404)",1417,871,"(1417, 871)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.98058067569092,-0.196116135138184,281.30993247402,654,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,5,horizontal,,"(-1.0, 0.0)",1388,863,"(1388, 863)",22b_00057_waggle_annotations.csv,16:42:00,20250120,−1,0,270,700,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,6,horizontal,,"(-1.0, 0.0)",1383,889,"(1383, 889)",22b_00057_waggle_annotations.csv,16:42:00,20250120,−1,0,270,789,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,7,horizontal,,"(-0.7071067811865475, 0.7071067811865475)",1377,909,"(1377, 909)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.707106781186548,0.707106781186548,225,828,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,8,horizontal,,"(-0.1028991510855053, 0.9946917938265513)",1323,920,"(1323, 920)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.102899151085505,0.994691793826551,185.906141113771,915,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,9,horizontal,,"(-0.9981684966311908, 0.06049506040189035)",1315,912,"(1315, 912)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.998168496631191,0.0604950604018904,266.531770741083,961,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,10,horizontal,,"(0.0, 1.0)",1406,925,"(1406, 925)",22b_00057_waggle_annotations.csv,16:42:00,20250120,0,1,180,1082,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,11,horizontal,,"(-0.6332377902572627, 0.773957299203321)",1377,895,"(1377, 895)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.633237790257263,0.773957299203321,219.2894068625,1131,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,12,horizontal,,"(-0.9486832980505138, 0.31622776601683794)",1364,900,"(1364, 900)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.948683298050514,0.316227766016838,251.565051177078,1184,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,13,horizontal,,"(-0.554700196225229, 0.8320502943378436)",1372,892,"(1372, 892)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.554700196225229,0.832050294337844,213.69006752598,1218,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,14,horizontal,,"(-0.9333456062030595, 0.3589790793088691)",1288,876,"(1288, 876)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.93334560620306,0.358979079308869,248.962488974578,1265,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,15,horizontal,,"(-0.9578262852211513, 0.2873478855663454)",1250,874,"(1250, 874)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.957826285221151,0.287347885566345,253.300755766006,1346,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00057,2025-01-20__22b_00057,16,horizontal,,"(-0.9805806756909202, 0.19611613513818404)",1253,784,"(1253, 784)",22b_00057_waggle_annotations.csv,16:42:00,20250120,-0.98058067569092,0.196116135138184,258.69006752598,1405,/Users/fereshteh/Documents/Waggle dance/Ferehsteh/mp4/20250120/00057.mp4,1,2025-01-20
22b,22b_00002,2025-01-21__22b_00002,1,vertical,,"(0.02468383475881755, -0.9996953077321107)",1176,685,"(1176, 685)",22b_00002_waggle_annotations.csv,10:28:00,20250120,0.0246838347588176,-0.999695307732111,1.41442321140216,19,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250121/00002.mp4,1,2025-01-21
22b,22b_00002,2025-01-21__22b_00002,2,vertical,,"(-0.25766265056033233, -0.9662349396012463)",1108,754,"(1108, 754)",22b_00002_waggle_annotations.csv,10:28:00,20250121,-0.257662650560332,-0.966234939601246,345.068582821862,82,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250121/00002.mp4,1,2025-01-21
22b,22b_00002,2025-01-21__22b_00002,3,vertical,,"(-0.22485950669875843, -0.9743911956946198)",1167,673,"(1167, 673)",22b_00002_waggle_annotations.csv,10:28:00,20250121,-0.224859506698758,-0.97439119569462,347.005383208084,164,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250121/00002.mp4,1,2025-01-21
22b,22b_00002,2025-01-21__22b_00002,4,vertical,,"(0.12933918406776806, -0.9916004111862218)",1208,608,"(1208, 608)",22b_00002_waggle_annotations.csv,10:28:00,20250121,0.129339184067768,-0.991600411186222,7.43140797117251,285,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250121/00002.mp4,1,2025-01-21
22b,22b_00002,2025-01-21__22b_00002,5,vertical,,"(-0.2567226118398505, -0.9664851269264961)",1211,592,"(1211, 592)",22b_00002_waggle_annotations.csv,10:28:00,20250121,-0.256722611839851,-0.966485126926496,345.124317998361,337,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250121/00002.mp4,1,2025-01-21
