recording_type,source_file_type,source_batch,dance_key,dance_id,bee_id,date,time_dance,condition,aperture,orientation_method,waggle_run,csv_file,video_name,direction_u,direction_v,video_angle_deg,true_north_video_deg,waggle_true_bearing_deg,mean_magnetic_north_deg,true_north_calibration_deg,compass_circular_sd_deg,calibration_n_annotations,calibration_quality_flag,reference_compass_file,assigned_calibration_file,calibration_id,calibration_file,reference_landmark_file,landmark_dance_file,landmark_calibration_deg,landmark_calibration_circular_sd_deg,north_relative_to_landmark_deg,landmark_dance_video_deg,landmark_dance_circular_sd_deg,start_x,start_y,start_xy,start_frame,declination_deg
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,2,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,-0.07669649888473704,-0.9970544855015815,355.6012946450045,248.96664952345114,106.63464512155335,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1373,721,"(1373, 721)",72,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,3,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,-0.8050558373533679,-0.5931990380498501,306.3843518158359,248.96664952345114,57.417702292384746,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1364,645,"(1364, 645)",135,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,4,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,-0.9761870601839528,-0.21693045781865616,282.5288077091515,248.96664952345114,33.56215818570038,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1336,658,"(1336, 658)",198,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,5,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,-0.773957299203321,0.6332377902572627,230.71059313749964,248.96664952345114,341.7439436140485,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1325,700,"(1325, 700)",244,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,6,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.9701425001453319,-0.24253562503633297,75.96375653207353,248.96664952345114,186.99710700862238,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1333,781,"(1333, 781)",270,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,7,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.9838699100999074,-0.17888543819998318,79.69515353123397,248.96664952345114,190.72850400778282,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1341,799,"(1341, 799)",322,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,8,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.7071067811865476,0.7071067811865476,135.0,248.96664952345114,246.03335047654886,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1376,781,"(1376, 781)",366,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,9,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.9847835588179369,-0.17378533390904768,79.99202019855866,248.96664952345114,191.02537067510752,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1410,807,"(1410, 807)",422,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,10,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.5144957554275265,-0.8574929257125441,30.96375653207352,248.96664952345114,141.99710700862238,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1390,736,"(1390, 736)",552,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__20y__20y_00029,20y_00029,20y,20250127,12:22:00,above_horizontal,,direct_compass,11,20y_00029_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00029.mp4,0.7682212795973759,-0.6401843996644799,50.19442890773481,248.96664952345114,161.22777938428368,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1420,789,"(1420, 789)",682,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,1,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9170700562532349,-0.39872611141444997,293.4985656759521,248.96664952345114,44.53191615250094,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1040,626,"(1040, 626)",28,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,2,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.939793423488437,-0.3417430630867044,289.98310652189997,248.96664952345114,41.01645699844883,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1000,628,"(1000, 628)",78,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,3,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7682212795973759,-0.6401843996644799,309.8055710922652,248.96664952345114,60.83892156881407,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,990,653,"(990, 653)",123,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,4,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7432941462471664,-0.6689647316224497,311.98721249581666,248.96664952345114,63.020562972365525,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1032,623,"(1032, 623)",170,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,5,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.8574929257125441,-0.5144957554275265,300.9637565320735,248.96664952345114,51.99710700862235,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1036,632,"(1036, 632)",213,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,6,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.658504607868518,-0.7525766947068778,318.81407483429035,248.96664952345114,69.84742531083921,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1055,629,"(1055, 629)",251,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,7,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.8320502943378436,-0.554700196225229,303.69006752597977,248.96664952345114,54.72341800252863,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1041,639,"(1041, 639)",295,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,8,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7779411802037216,-0.6283371070876212,308.9275435927923,248.96664952345114,59.96089406934115,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1094,627,"(1094, 627)",337,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,9,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9486832980505138,-0.31622776601683794,288.434948822922,248.96664952345114,39.468299299470885,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1081,635,"(1081, 635)",375,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,10,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.4830773429113347,-0.8755776840267941,331.1134182330893,248.96664952345114,82.14676870963817,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1099,617,"(1099, 617)",422,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,11,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.4819187497721559,-0.8762159086766471,331.18920625702697,248.96664952345114,82.22255673357583,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1097,593,"(1097, 593)",470,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,12,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.5865098121518428,-0.809942121543021,324.0902769208223,248.96664952345114,75.12362739737117,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1172,452,"(1172, 452)",579,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,13,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.6139406135149205,-0.7893522173763263,322.1250163489018,248.96664952345114,73.15836682545066,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1160,402,"(1160, 402)",613,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,14,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7772448707074855,-0.6291982286679645,308.99099404250546,248.96664952345114,60.024344519054324,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1161,433,"(1161, 433)",656,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,15,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.052558833122763673,-0.9986178293325098,356.98721249581666,248.96664952345114,108.02056297236552,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1154,434,"(1154, 434)",702,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,16,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.5646839155919902,-0.8253072612498318,325.61965527615513,248.96664952345114,76.65300575270399,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1144,434,"(1144, 434)",748,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,17,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7071067811865475,-0.7071067811865475,315.0,248.96664952345114,66.03335047654886,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1158,384,"(1158, 384)",789,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,18,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9931506043228762,-0.1168412475673972,276.7098368077569,248.96664952345114,27.743187284305776,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1140,418,"(1140, 418)",825,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,19,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.6246950475544243,-0.7808688094430304,321.3401917459099,248.96664952345114,72.37354222245878,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1145,415,"(1145, 415)",866,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__84r__84r_00030,84r_00030,84r,20250127,12:24:00,above_horizontal,,direct_compass,20,84r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9320046715412958,-0.3624462611549484,291.25050550713325,248.96664952345114,42.283855983682116,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1104,428,"(1104, 428)",909,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,1,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9429903335828895,-0.3328201177351375,289.4400348281762,248.96664952345114,40.47338530472504,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1124,632,"(1124, 632)",60,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,2,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.7525766947068778,-0.658504607868518,311.18592516570965,248.96664952345114,62.21927564225851,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,1092,585,"(1092, 585)",134,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,3,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9383431168171101,0.34570535882735637,249.77514056883192,248.96664952345114,0.8084910453807765,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,949,668,"(949, 668)",173,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,4,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9417419115948374,-0.3363363969981562,289.6538240580533,248.96664952345114,40.68717453460218,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,901,685,"(901, 685)",226,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,5,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.9805806756909202,-0.19611613513818404,281.30993247402023,248.96664952345114,32.34328295056909,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,921,692,"(921, 692)",285,-21.27
tilted,annotator_csv,tilted_20250127,tilted_20250127__90r__90r_00030,90r_00030,90r,20250127,12:24:00,above_horizontal,,direct_compass,6,90r_00030_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250127\00030.mp4,-0.8,-0.6,306.869897645844,248.96664952345114,57.90324812239285,227.69664952345113,248.96664952345114,2.032752768086346,10,ok,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,calibration_00014,20250127/above_horizontal/calibration_00014_waggle_annotations.csv,,,,,,,,863,740,"(863, 740)",340,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,1,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-0.9931506043228762,0.1168412475673972,263.2901631922431,169.4914899224097,93.79867326983339,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,957,762,"(957, 762)",124,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,2,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-0.9792604195071027,0.2026056040359523,258.3106308245608,169.4914899224097,88.8191409021511,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,972,783,"(972, 783)",430,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,3,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-1.0,0.0,270.0,169.4914899224097,100.5085100775903,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,1118,790,"(1118, 790)",683,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,4,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-0.973417168333576,0.2290393337255473,256.7594800848128,169.4914899224097,87.26799016240312,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,1119,793,"(1119, 793)",791,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,5,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-0.9992611746313143,0.03843312210120439,267.7974018382342,169.4914899224097,98.30591191582448,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,1147,795,"(1147, 795)",889,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__17y__17y_00065,17y_00065,17y,20250128,18:07:00,10_deg,,direct_compass,6,17y_00065_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00065.mp4,-0.9639926182060737,0.26592899812581344,254.5778386812613,169.4914899224097,85.08634875885161,148.2214899224097,169.4914899224097,1.068726691236192,10,ok,20250128/28_calibration_00062.csv,20250128/28_calibration_00062.csv,28_calibration_00062,20250128/28_calibration_00062.csv,,,,,,,,1133,789,"(1133, 789)",1018,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__20y__20y_00027,20y_00027,20y,20250128,10:49:00,10_deg,,landmark_transfer,1,20y_00027_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00027.mp4,-0.32432432432432434,-0.9459459459459459,341.07535558394875,171.36341345451513,169.71194212943362,152.35496982572886,173.62496982572887,1.2693757473417489,10,ok,20250128/28_calibration_00051.csv,20250128/28_calibration_00051.csv,28_calibration_00051,20250128/28_calibration_00051.csv,20250128/28_landmark_calibration_00051.csv,20250128/28_landmark_00027.csv,271.6708080542704,1.127904153654476,261.9541617714584,269.4092516830567,0.9050082885566518,1286,791,"(1286, 791)",640,-21.27
tilted,annotator_csv,tilted_20250128,tilted_20250128__20y__20y_00027,20y_00027,20y,20250128,10:49:00,10_deg,,landmark_transfer,2,20y_00027_waggle_annotations.csv,E:\2026Trackathon\James\mp4\20250128\00027.mp4,-0.13216372009101796,-0.9912279006826347,352.40535663140855,171.36341345451513,181.04194317689343,152.35496982572886,173.62496982572887,1.2693757473417489,10,ok,20250128/28_calibration_00051.csv,20250128/28_calibration_00051.csv,28_calibration_00051,20250128/28_calibration_00051.csv,20250128/28_landmark_calibration_00051.csv,20250128/28_landmark_00027.csv,271.6708080542704,1.127904153654476,261.9541617714584,269.4092516830567,0.9050082885566518,1293,787,"(1293, 787)",707,-21.27
