dancer_id,source_batch,dance_key,dance_id,waggle_run,stimulus,waggle_directions,start_x,start_y,start_xy,notes,csv_file,time,date,direction_u,direction_v,video_angle_deg,start_frame,video_name,annotation_session,calibration_file,calibration_id,calibration_video_name,calibration_n_annotations,calibration_mean_north_deg,calibration_circular_sd_deg,calibration_R,declination_deg,true_north_video_deg,calibration_notes,waggle_true_bearing_deg
66b,2025-01-27,2025-01-27__66b_00021,66b_00021,3,,"(0.7808688094430304, -0.6246950475544243)",1218,820,"(1218, 820)",,66b_00021_waggle_annotations.csv,,,0.7808688094430304,-0.6246950475544243,51.34019174590991,119,E:\2026Trackathon\James\mp4\20250127\00021.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,205.7491917459099
66b,2025-01-27,2025-01-27__66b_00021,66b_00021,4,,"(0.847998304005088, -0.52999894000318)",1234,819,"(1234, 819)",,66b_00021_waggle_annotations.csv,,,0.847998304005088,-0.52999894000318,57.9946167919165,166,E:\2026Trackathon\James\mp4\20250127\00021.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,212.40361679191648
66b,2025-01-27,2025-01-27__66b_00021,66b_00021,5,,"(0.6291982286679645, -0.7772448707074855)",1321,850,"(1321, 850)",,66b_00021_waggle_annotations.csv,,,0.6291982286679645,-0.7772448707074855,38.99099404250548,223,E:\2026Trackathon\James\mp4\20250127\00021.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,193.39999404250545
66b,2025-01-27,2025-01-27__66b_00021,66b_00021,6,,"(0.8804710999221753, -0.47409982303501746)",1268,847,"(1268, 847)",,66b_00021_waggle_annotations.csv,,,0.8804710999221753,-0.4740998230350174,61.69924423399363,321,E:\2026Trackathon\James\mp4\20250127\00021.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,216.10824423399362
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,1,,"(-0.4788521306805733, 0.8778955729143844)",964,757,"(964, 757)",,66b_00023_waggle_annotations.csv,,,-0.4788521306805733,0.8778955729143844,208.6104596659652,4,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,3.0194596659652007
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,2,,"(-0.9405538996916954, -0.3396444637775567)",971,755,"(971, 755)",,66b_00023_waggle_annotations.csv,,,-0.9405538996916954,-0.3396444637775567,289.85521436932106,38,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,84.26421436932105
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,3,,"(-0.8654262854811262, -0.5010362705417046)",987,761,"(987, 761)",,66b_00023_waggle_annotations.csv,,,-0.8654262854811262,-0.5010362705417046,300.06858282186244,129,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,94.47758282186243
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,4,,"(0.7863183388224225, -0.6178215519319035)",1066,830,"(1066, 830)",,66b_00023_waggle_annotations.csv,,,0.7863183388224225,-0.6178215519319035,51.84277341263094,267,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,206.25177341263094
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,5,,"(0.8637789008984335, -0.5038710255240862)",1124,846,"(1124, 846)",,66b_00023_waggle_annotations.csv,,,0.8637789008984335,-0.5038710255240862,59.74356283647073,322,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,214.15256283647074
66b,2025-01-27,2025-01-27__66b_00023,66b_00023,6,,"(1.0, 0.0)",1221,841,"(1221, 841)",,66b_00023_waggle_annotations.csv,,,1.0,0.0,90.0,506,E:\2026Trackathon\James\mp4\20250127\00023.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,244.409
66b,2025-01-27,2025-01-27__66b_00026,66b_00026,1,,"(0.9956342260592882, -0.09334070869305827)",1206,808,"(1206, 808)",,66b_00026_waggle_annotations.csv,,,0.9956342260592882,-0.0933407086930582,84.64417495714481,373,E:\2026Trackathon\James\mp4\20250127\00026.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,239.0531749571448
66b,2025-01-27,2025-01-27__66b_00026,66b_00026,2,,"(-0.962650940153899, -0.2707455769182841)",1259,710,"(1259, 710)",,66b_00026_waggle_annotations.csv,,,-0.962650940153899,-0.2707455769182841,285.70863782901574,506,E:\2026Trackathon\James\mp4\20250127\00026.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,80.11763782901573
66b,2025-01-27,2025-01-27__66b_00026,66b_00026,3,,"(0.9593655015712707, 0.28216632399155017)",1234,829,"(1234, 829)",,66b_00026_waggle_annotations.csv,,,0.9593655015712708,0.2821663239915501,106.3895403340348,113,E:\2026Trackathon\James\mp4\20250127\00026.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,260.7985403340348
66b,2025-01-27,2025-01-27__66b_00026,66b_00026,4,,"(0.9153150324227656, -0.40273861426601687)",1226,827,"(1226, 827)",,66b_00026_waggle_annotations.csv,,,0.9153150324227656,-0.4027386142660168,66.25050550713324,171,E:\2026Trackathon\James\mp4\20250127\00026.mp4,1,27_00014_waggle_annotations.csv,27_00014,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\wd_annotator\mp4\James\20250127\00014.mp4,10,184.321,1.451,0.9997,-21.27,205.591,,220.65950550713325
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,1,,"(-0.37729688731351946, 0.9260923597695477)",837,857,"(837, 857)",,66b_00049_waggle_annotations.csv,,,-0.3772968873135194,0.9260923597695476,202.16634582208243,2909,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,2,,"(0.15711504873513174, 0.9875803063351138)",868,818,"(868, 818)",,66b_00049_waggle_annotations.csv,,,0.1571150487351317,0.9875803063351138,170.96051719664487,2974,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,3,,"(-0.3011313679370973, 0.9535826651341416)",791,768,"(791, 768)",,66b_00049_waggle_annotations.csv,,,-0.3011313679370973,0.9535826651341416,197.52556837372288,3003,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,4,,"(-0.11043152607484653, 0.9938837346736188)",823,779,"(823, 779)",,66b_00049_waggle_annotations.csv,,,-0.1104315260748465,0.9938837346736188,186.3401917459099,3048,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,5,,"(-0.46483389898992034, 0.8853979028379435)",785,748,"(785, 748)",,66b_00049_waggle_annotations.csv,,,-0.4648338989899203,0.8853979028379435,207.699472808055,3082,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,6,,"(-0.21693045781865616, 0.9761870601839528)",805,785,"(805, 785)",,66b_00049_waggle_annotations.csv,,,-0.2169304578186561,0.9761870601839528,192.52880770915152,3135,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_00049,66b_00049,7,,"(0.0, 1.0)",843,779,"(843, 779)",,66b_00049_waggle_annotations.csv,,,0.0,1.0,180.0,3190,/media/geko/VERBATIM HD/SA2025_dances/George/mp4/20250127/00049.mp4,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-44-44,66b_2025-01-27 11-44-44,1,,"(0.8911631156014923, 0.4536830406698506)",580,884,"(580, 884)",,66b_2025-01-27 11-44-44_waggle_annotations.csv,,,0.8911631156014923,0.4536830406698506,116.98023071822286,103,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-44-44.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-44-44,66b_2025-01-27 11-44-44,2,,"(-0.9767443431718839, 0.21440729484260865)",729,953,"(729, 953)",,66b_2025-01-27 11-44-44_waggle_annotations.csv,,,-0.976744343171884,0.2144072948426086,257.61924307119284,254,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-44-44.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-44-44,66b_2025-01-27 11-44-44,3,,"(0.7739572992033211, 0.6332377902572627)",729,963,"(729, 963)",,66b_2025-01-27 11-44-44_waggle_annotations.csv,,,0.7739572992033211,0.6332377902572627,129.28940686250036,356,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-44-44.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-44-44,66b_2025-01-27 11-44-44,4,,"(-0.06880209161537815, -0.997630328422983)",836,952,"(836, 952)",,66b_2025-01-27 11-44-44_waggle_annotations.csv,,,-0.0688020916153781,-0.997630328422983,356.0548137709624,538,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-44-44.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-44-44,66b_2025-01-27 11-44-44,5,,"(0.6608803679394093, -0.7504912652871258)",613,760,"(613, 760)",,66b_2025-01-27 11-44-44_waggle_annotations.csv,,,0.6608803679394093,-0.7504912652871258,41.36704926051179,748,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-44-44.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,1,,"(0.7795089347933047, 0.6263911083160484)",767,896,"(767, 896)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.7795089347933047,0.6263911083160484,128.78436410029735,173,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,2,,"(0.24880289780899334, 0.9685541378992955)",610,807,"(610, 807)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.2488028978089933,0.9685541378992956,165.59331484356312,285,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,3,,"(0.9950371902099892, -0.09950371902099892)",727,735,"(727, 735)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.9950371902099892,-0.0995037190209989,84.28940686250037,428,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,4,,"(0.9453729816262721, -0.32599068331940423)",720,738,"(720, 738)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.945372981626272,-0.3259906833194042,70.97439396243132,528,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,5,,"(0.9383431168171101, 0.34570535882735637)",695,918,"(695, 918)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.93834311681711,0.3457053588273563,110.22485943116808,650,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,6,,"(0.8279186904883319, 0.5608481451695152)",695,979,"(695, 979)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.8279186904883319,0.5608481451695152,124.11447294534128,742,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 11-56-04,66b_2025-01-27 11-56-04,7,,"(0.773957299203321, 0.6332377902572627)",690,1012,"(690, 1012)",,66b_2025-01-27 11-56-04_waggle_annotations.csv,,,0.773957299203321,0.6332377902572627,129.28940686250036,835,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 11-56-04.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,1,,"(0.9905293575632534, -0.13730109906817375)",754,838,"(754, 838)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.9905293575632534,-0.1373010990681737,82.1082975717643,1273,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,2,,"(0.8424492602913455, 0.5387756897212093)",749,878,"(749, 878)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.8424492602913455,0.5387756897212093,122.60033357369024,1368,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,3,,"(-0.3355187862897876, 0.942033515352096)",715,855,"(715, 855)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,-0.3355187862897876,0.942033515352096,199.60408815082943,1473,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,4,,"(0.13158907310989346, -0.9913043507611974)",637,853,"(637, 853)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.1315890731098934,-0.9913043507611974,7.561428427666961,1666,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,5,,"(-0.10546906201345364, 0.9944225846982772)",624,879,"(624, 879)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,-0.1054690620134536,0.9944225846982772,186.05419189411484,1845,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,6,,"(0.6114475010757654, 0.7912850013921671)",579,845,"(579, 845)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.6114475010757654,0.7912850013921671,142.30575953331083,1958,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,7,,"(0.9936052547897187, 0.11290968804428622)",647,845,"(647, 845)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.9936052547897188,0.1129096880442862,96.48307369289724,2084,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,8,,"(0.655686655446243, 0.7550331183926435)",490,890,"(490, 890)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.655686655446243,0.7550331183926435,139.02826366648517,3580,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,9,,"(-0.3683643681089523, 0.929681500465451)",585,882,"(585, 882)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,-0.3683643681089523,0.929681500465451,201.61477894278624,3780,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 12-03-34,66b_2025-01-27 12-03-34,10,,"(0.2290393337255473, 0.973417168333576)",552,832,"(552, 832)",,66b_2025-01-27 12-03-34_waggle_annotations.csv,,,0.2290393337255473,0.973417168333576,166.75948008481282,3935,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 12-03-34.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,1,,"(-0.9907115796044094, -0.13598002073001697)",670,743,"(670, 743)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.9907115796044094,-0.1359800207300169,277.8152935467669,2571,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,2,,"(-0.9401906246577834, -0.3406487770499215)",688,667,"(688, 667)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.9401906246577834,-0.3406487770499215,289.91640599380906,2714,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,3,,"(-0.07124704998790964, -0.997458699830735)",712,723,"(712, 723)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.0712470499879096,-0.997458699830735,355.9143832200251,2815,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,4,,"(-0.9808789464894238, -0.1946188385891714)",754,815,"(754, 815)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.9808789464894238,-0.1946188385891714,281.2224580694448,3785,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,5,,"(-0.720833064901856, 0.6931087162517846)",705,803,"(705, 803)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.720833064901856,0.6931087162517846,226.12330271407544,3886,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,6,,"(-0.7568230077691596, 0.6536198703460924)",563,825,"(563, 825)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.7568230077691596,0.6536198703460924,229.1849161251184,4420,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,7,,"(0.6463445693131511, 0.7630456721058034)",556,849,"(556, 849)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,0.6463445693131511,0.7630456721058034,139.7334383305755,4548,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,8,,"(-0.7540815958863059, 0.6567807448042019)",574,848,"(574, 848)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.7540815958863059,0.6567807448042019,228.94518622903755,4674,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,9,,"(-0.8902481629773388, 0.4554758043139873)",579,843,"(579, 843)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.8902481629773388,0.4554758043139873,242.90444750624812,4764,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-27,2025-01-27__66b_2025-01-27 15-01-25,66b_2025-01-27 15-01-25,10,,"(-0.25615823848772273, 0.9666348622178217)",592,734,"(592, 734)",,66b_2025-01-27 15-01-25_waggle_annotations.csv,,,-0.2561582384877227,0.9666348622178216,194.8422270579111,5508,C:\Users\frida\Documents\PhD\Waggle_dance\wd_SA2025\dome\rightcameraangle_probably\20250127\2025-01-27 15-01-25.mkv,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,1,,"(-0.4392101320049426, -0.8983843609192008)",747,866,"(747, 866)",,66b_00023_waggle_annotations.csv,,,-0.4392101320049426,-0.8983843609192008,333.9465046895091,24,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,2,,"(0.2333729524753242, -0.9723873019805175)",699,845,"(699, 845)",,66b_00023_waggle_annotations.csv,,,0.2333729524753242,-0.9723873019805176,13.495733280795813,79,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,3,,"(-0.24253562503633297, 0.9701425001453319)",881,974,"(881, 974)",,66b_00023_waggle_annotations.csv,,,-0.2425356250363329,0.970142500145332,194.03624346792648,229,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,4,,"(0.0, -1.0)",897,975,"(897, 975)",,66b_00023_waggle_annotations.csv,,,0.0,-1.0,0.0,248,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,5,,"(0.04078236951430928, -0.9991680531005774)",884,859,"(884, 859)",,66b_00023_waggle_annotations.csv,,,0.0407823695143092,-0.9991680531005774,2.33730585912382,294,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,6,,"(0.036339618107142986, -0.9993394979464321)",890,788,"(890, 788)",,66b_00023_waggle_annotations.csv,,,0.0363396181071429,-0.999339497946432,2.082565279730885,619,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,7,,"(0.01999600119960014, -0.9998000599800071)",821,825,"(821, 825)",,66b_00023_waggle_annotations.csv,,,0.0199960011996001,-0.9998000599800072,1.1457628381751033,681,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00023,66b_00023,8,,"(0.06651901052377393, -0.997785157856609)",900,765,"(900, 765)",,66b_00023_waggle_annotations.csv,,,0.0665190105237739,-0.997785157856609,3.814074834290354,749,E:\2026Trackathon\James\mp4\20250128\00023.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00024,66b_00024,1,,"(-0.11914522061843064, -0.992876838486922)",1316,783,"(1316, 783)",,66b_00024_waggle_annotations.csv,,,-0.1191452206184306,-0.992876838486922,353.15722658736905,21,E:\2026Trackathon\James\mp4\20250128\00024.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00024,66b_00024,2,,"(0.07124704998790965, -0.997458699830735)",1272,772,"(1272, 772)",,66b_00024_waggle_annotations.csv,,,0.0712470499879096,-0.997458699830735,4.0856167799748775,95,E:\2026Trackathon\James\mp4\20250128\00024.mp4,1,,,,,,,,,,,
66b,2025-01-28,2025-01-28__66b_00024,66b_00024,3,,"(0.0, -1.0)",1208,719,"(1208, 719)",,66b_00024_waggle_annotations.csv,,,0.0,-1.0,0.0,141,E:\2026Trackathon\James\mp4\20250128\00024.mp4,1,,,,,,,,,,,
